Filename,Date,SunspotActivity
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060717.jpg,20060717,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060718.jpg,20060718,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060719.jpg,20060719,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060720.jpg,20060720,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060721.jpg,20060721,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060722.jpg,20060722,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060723.jpg,20060723,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060724.jpg,20060724,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060725.jpg,20060725,3
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060726.jpg,20060726,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060727.jpg,20060727,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060728.jpg,20060728,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060729.jpg,20060729,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060730.jpg,20060730,1
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060731.jpg,20060731,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060801.jpg,20060801,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060802.jpg,20060802,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060803.jpg,20060803,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060804.jpg,20060804,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060805.jpg,20060805,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060806.jpg,20060806,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060807.jpg,20060807,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060808.jpg,20060808,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060809.jpg,20060809,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060810.jpg,20060810,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060811.jpg,20060811,107
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060812.jpg,20060812,132
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060813.jpg,20060813,133
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060814.jpg,20060814,149
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060815.jpg,20060815,135
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060816.jpg,20060816,122
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060817.jpg,20060817,117
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060818.jpg,20060818,100
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060819.jpg,20060819,65
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060820.jpg,20060820,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060821.jpg,20060821,0
https://sohowww.nascom.nasa.gov/data/synoptic/sunspots_earth/sunspots_1024_20060822.jpg,20060822,28
